id,temp_ar,radiacao_solar,precipitacao_clima,qtd_agua_necessaria,precipitacao_chuva,Qtd_Agua_apos_chuva,hora_irrig,data_irrig,umidade_solo,temp_solo,cidade,ph_solo,herosao,veloc_vento,umidade_relativ,plantacoes_nomes,tipo_plantacao
88011,25 C°,660,0.7,564.3,9.9,563.2,11:21:59,21/12/21,46%,21 C°,Limoeiro do Norte,['alcalino'],Falso,13.5,88%,Feijao,Mamao: Fruta
58980,27 C°,960,1.6,433.2,9.5,432.4,05:02:58,13/05/23,61%,18 C°,Limoeiro do Norte,['neutro'],Falso,17.7,90%,Milho,Mamao: Fruta
01190,20 C°,940,1.5,344.2,6.2,344.1,09:01:38,19/12/23,80%,19 C°,Limoeiro do Norte,['alcalino'],Falso,15.6,89%,Cana-de-Acucar,Milho: Cereal
35503,23 C°,640,1.9,257.0,17.4,256.2,11:02:50,05/08/23,50%,22 C°,Limoeiro do Norte,['alcalino'],Falso,5.0,26%,Mamao,Feijao: Leguminosa
01386,24 C°,540,0.6,389.0,3.4,388.2,16:36:16,09/05/23,36%,20 C°,Limoeiro do Norte,['neutro'],Falso,6.2,11%,Banana,Mamao: Fruta
31549,18 C°,620,0.8,258.0,7.0,257.5,01:06:47,09/05/23,24%,21 C°,Limoeiro do Norte,['neutro'],Falso,6.0,62%,Mamao,Melancia: Fruta
43601,34 C°,180,0.1,306.1,15.5,305.0,20:30:36,08/06/19,38%,17 C°,Limoeiro do Norte,['ácido'],Falso,3.4,71%,Cana-de-Acucar,Abacaxi: Fruta
32275,29 C°,720,0.5,792.4,0.6,790.6,00:49:42,16/09/19,64%,24 C°,Limoeiro do Norte,['alcalino'],Falso,5.1,79%,Mamao,Mamao: Fruta
57765,25 C°,580,1.7,466.5,13.5,466.3,17:50:39,10/10/20,79%,24 C°,Limoeiro do Norte,['ácido'],Falso,11.4,20%,Mamao,Melancia: Fruta
09191,33 C°,560,1.9,519.1,16.3,517.4,17:17:46,08/05/21,41%,22 C°,Limoeiro do Norte,['neutro'],Falso,6.3,26%,Banana,Cana-de-Acucar: Cereal
61358,19 C°,960,1.6,724.2,18.6,722.4,16:12:48,23/02/22,69%,24 C°,Limoeiro do Norte,['neutro'],Falso,14.7,43%,Abacaxi,Abacaxi: Fruta
26660,20 C°,820,0.5,797.3,17.5,795.7,15:34:21,26/05/22,28%,24 C°,Limoeiro do Norte,['neutro'],Falso,17.4,15%,Mamao,Banana: Fruta
44659,30 C°,920,1.4,549.6,6.4,549.2,00:51:54,09/04/21,58%,23 C°,Limoeiro do Norte,['ácido'],Falso,6.1,18%,Milho,Milho: Cereal
45688,20 C°,660,0.5,687.5,11.7,686.9,09:22:28,25/03/23,57%,20 C°,Limoeiro do Norte,['alcalino'],Falso,5.3,41%,Abacaxi,Mamao: Fruta
90912,21 C°,880,1.1,396.2,1.5,395.2,20:22:12,08/10/23,21%,20 C°,Limoeiro do Norte,['alcalino'],Falso,6.5,48%,Melancia,Melancia: Fruta
79157,25 C°,860,0.4,383.4,5.2,383.2,08:14:41,30/05/23,80%,20 C°,Limoeiro do Norte,['ácido'],Falso,17.2,46%,Mamao,Melancia: Fruta
32585,30 C°,840,1.9,441.6,1.9,439.8,04:26:29,02/02/23,26%,22 C°,Limoeiro do Norte,['ácido'],Falso,14.9,44%,Mamao,Cana-de-Acucar: Cereal
68573,34 C°,460,1.6,603.5,6.3,603.0,05:03:31,13/12/20,38%,19 C°,Limoeiro do Norte,['neutro'],Falso,4.4,36%,Feijao,Mamao: Fruta
95779,34 C°,1000,1.2,609.3,17.5,608.7,19:21:27,15/04/20,49%,19 C°,Limoeiro do Norte,['ácido'],Falso,6.5,12%,Abacaxi,Cana-de-Acucar: Cereal
15222,23 C°,280,1.0,389.1,6.9,387.6,14:03:56,23/04/23,19%,22 C°,Limoeiro do Norte,['neutro'],Falso,14.0,81%,Melancia,Mamao: Fruta
56220,26 C°,140,1.2,279.9,11.2,279.1,21:51:31,16/09/21,73%,24 C°,Limoeiro do Norte,['alcalino'],Falso,5.6,21%,Mamao,Melancia: Fruta
83254,27 C°,160,0.5,579.4,8.7,578.4,13:50:18,13/05/19,70%,19 C°,Limoeiro do Norte,['ácido'],Falso,10.7,52%,Mamao,Feijao: Leguminosa
29321,24 C°,940,1.6,277.0,9.2,276.3,09:29:37,24/02/20,41%,19 C°,Limoeiro do Norte,['alcalino'],Falso,10.6,69%,Mamao,Cana-de-Acucar: Cereal
54016,24 C°,520,0.9,547.1,19.4,547.0,17:40:44,08/11/21,48%,20 C°,Limoeiro do Norte,['ácido'],Falso,17.7,79%,Banana,Milho: Cereal
35907,24 C°,260,0.7,616.1,5.9,614.6,04:14:01,12/01/21,19%,24 C°,Limoeiro do Norte,['alcalino'],Falso,5.5,61%,Melancia,Abacaxi: Fruta
60746,35 C°,320,1.6,620.4,12.5,619.2,22:28:42,13/01/21,10%,17 C°,Limoeiro do Norte,['alcalino'],Falso,15.6,88%,Banana,Banana: Fruta
77784,31 C°,520,0.9,652.1,8.4,650.9,04:45:06,05/07/18,52%,18 C°,Limoeiro do Norte,['neutro'],Falso,13.1,85%,Cana-de-Acucar,Banana: Fruta
02506,18 C°,500,1.1,723.7,1.2,721.8,12:01:29,10/03/18,28%,21 C°,Limoeiro do Norte,['neutro'],Falso,14.3,26%,Mamao,Abacaxi: Fruta
78731,32 C°,900,0.6,500.0,9.8,498.6,01:13:31,02/06/22,33%,21 C°,Limoeiro do Norte,['ácido'],Falso,7.2,31%,Abacaxi,Mamao: Fruta
55236,21 C°,120,1.5,638.1,16.3,637.3,00:09:18,07/06/22,25%,17 C°,Limoeiro do Norte,['ácido'],Falso,14.6,22%,Mamao,Abacaxi: Fruta
74300,33 C°,560,1.4,571.5,2.0,570.4,20:09:03,23/01/22,60%,23 C°,Limoeiro do Norte,['neutro'],Falso,3.7,17%,Milho,Milho: Cereal
11907,32 C°,160,0.6,312.0,1.4,311.7,02:21:33,07/11/20,44%,24 C°,Limoeiro do Norte,['alcalino'],Falso,15.6,38%,Milho,Mamao: Fruta
08740,22 C°,180,0.9,215.4,3.1,215.0,10:10:49,14/03/23,52%,18 C°,Limoeiro do Norte,['neutro'],Falso,9.8,69%,Melancia,Melancia: Fruta
35878,28 C°,740,1.9,370.7,15.3,370.0,13:53:57,21/09/19,46%,17 C°,Limoeiro do Norte,['ácido'],Falso,11.6,43%,Banana,Feijao: Leguminosa
59611,24 C°,180,1.4,465.8,14.5,465.4,07:54:41,16/08/21,51%,22 C°,Limoeiro do Norte,['ácido'],Falso,10.4,23%,Abacaxi,Melancia: Fruta
20629,29 C°,940,1.4,570.3,11.3,569.5,00:49:06,13/08/21,44%,23 C°,Limoeiro do Norte,['neutro'],Falso,5.5,59%,Melancia,Feijao: Leguminosa
20419,27 C°,380,1.5,710.0,9.4,708.3,17:54:02,12/11/20,60%,23 C°,Limoeiro do Norte,['neutro'],Falso,9.2,20%,Milho,Milho: Cereal
91801,25 C°,220,0.8,317.7,17.8,316.5,16:56:44,23/06/23,31%,18 C°,Limoeiro do Norte,['alcalino'],Falso,11.1,68%,Melancia,Mamao: Fruta
67207,33 C°,260,0.1,275.3,15.3,273.8,15:16:43,28/05/22,33%,23 C°,Limoeiro do Norte,['alcalino'],Falso,5.9,90%,Banana,Milho: Cereal
20492,24 C°,700,0.3,778.1,16.2,777.7,16:23:11,17/04/20,13%,17 C°,Limoeiro do Norte,['alcalino'],Falso,8.0,40%,Banana,Cana-de-Acucar: Cereal
29648,27 C°,260,1.4,264.8,16.3,263.6,02:13:54,26/09/23,44%,20 C°,Limoeiro do Norte,['neutro'],Falso,17.3,30%,Banana,Cana-de-Acucar: Cereal
37687,23 C°,520,0.9,487.1,12.9,485.5,17:41:42,31/03/19,69%,22 C°,Limoeiro do Norte,['neutro'],Falso,5.6,81%,Melancia,Melancia: Fruta
72522,32 C°,340,0.6,551.3,9.2,549.9,08:36:59,09/02/21,35%,21 C°,Limoeiro do Norte,['ácido'],Falso,3.2,47%,Feijao,Mamao: Fruta
90828,18 C°,580,1.8,524.8,17.3,523.1,16:42:33,20/09/22,17%,18 C°,Limoeiro do Norte,['ácido'],Falso,17.6,57%,Milho,Feijao: Leguminosa
29635,28 C°,620,0.3,251.6,18.5,250.6,15:43:25,30/07/22,51%,18 C°,Limoeiro do Norte,['neutro'],Falso,6.7,85%,Abacaxi,Melancia: Fruta
69582,35 C°,540,0.3,234.2,0.5,233.0,23:59:37,13/01/23,76%,23 C°,Limoeiro do Norte,['neutro'],Falso,14.2,52%,Mamao,Banana: Fruta
45341,23 C°,180,1.1,263.3,1.0,262.6,13:58:36,24/09/21,49%,20 C°,Limoeiro do Norte,['ácido'],Falso,4.3,49%,Mamao,Banana: Fruta
85866,17 C°,360,0.3,551.4,19.2,550.1,06:21:27,21/11/20,41%,22 C°,Limoeiro do Norte,['alcalino'],Falso,14.9,81%,Cana-de-Acucar,Milho: Cereal
24698,25 C°,360,0.4,526.6,5.5,525.4,03:33:06,03/06/20,42%,20 C°,Limoeiro do Norte,['neutro'],Falso,7.8,51%,Melancia,Abacaxi: Fruta
62430,19 C°,920,0.2,340.2,17.5,339.7,11:28:46,21/12/20,37%,23 C°,Limoeiro do Norte,['neutro'],Falso,6.8,24%,Feijao,Mamao: Fruta
86651,31 C°,960,1.8,582.7,7.8,582.2,00:28:35,01/05/20,29%,17 C°,Limoeiro do Norte,['neutro'],Falso,14.2,44%,Abacaxi,Cana-de-Acucar: Cereal
46462,25 C°,640,1.8,692.0,2.4,690.3,16:27:52,07/11/22,18%,17 C°,Limoeiro do Norte,['ácido'],Falso,8.1,62%,Melancia,Mamao: Fruta
93104,23 C°,940,0.9,224.9,1.6,224.7,11:56:13,04/04/18,68%,20 C°,Limoeiro do Norte,['alcalino'],Falso,15.1,63%,Mamao,Abacaxi: Fruta
19278,17 C°,220,0.8,498.9,3.1,497.4,11:07:48,26/08/21,22%,21 C°,Limoeiro do Norte,['neutro'],Falso,14.0,21%,Banana,Cana-de-Acucar: Cereal
85351,34 C°,120,1.6,613.6,5.0,612.4,15:53:14,16/03/18,11%,21 C°,Limoeiro do Norte,['alcalino'],Falso,4.1,62%,Mamao,Abacaxi: Fruta
94493,22 C°,740,1.2,351.4,9.8,350.8,20:42:45,02/06/18,47%,19 C°,Limoeiro do Norte,['ácido'],Falso,16.7,61%,Milho,Mamao: Fruta
08278,23 C°,920,1.9,384.7,14.0,383.8,06:39:20,26/05/20,53%,23 C°,Limoeiro do Norte,['ácido'],Falso,8.6,28%,Mamao,Melancia: Fruta
91460,28 C°,160,1.4,568.2,19.7,567.2,01:38:57,17/04/19,12%,17 C°,Limoeiro do Norte,['alcalino'],Falso,3.4,64%,Mamao,Mamao: Fruta
01554,34 C°,320,0.7,738.8,8.8,738.3,00:27:32,08/11/23,36%,24 C°,Limoeiro do Norte,['ácido'],Falso,7.3,18%,Cana-de-Acucar,Mamao: Fruta
58855,31 C°,500,0.4,686.0,10.4,685.4,04:10:49,23/01/19,79%,21 C°,Limoeiro do Norte,['alcalino'],Falso,6.2,18%,Mamao,Mamao: Fruta
17085,32 C°,720,0.4,549.9,10.4,549.3,03:30:59,08/02/21,33%,20 C°,Limoeiro do Norte,['alcalino'],Falso,8.2,59%,Banana,Mamao: Fruta
30728,20 C°,140,0.4,638.1,10.8,636.5,07:33:59,20/06/20,57%,24 C°,Limoeiro do Norte,['neutro'],Falso,6.5,68%,Mamao,Melancia: Fruta
81910,31 C°,260,0.5,418.9,10.4,417.3,05:05:33,15/10/21,58%,21 C°,Limoeiro do Norte,['neutro'],Falso,3.3,16%,Melancia,Mamao: Fruta
07142,30 C°,480,1.8,584.6,0.2,584.1,23:54:19,29/08/18,71%,23 C°,Limoeiro do Norte,['alcalino'],Falso,6.0,83%,Abacaxi,Banana: Fruta
18522,32 C°,580,0.9,479.7,0.0,479.3,18:51:06,01/05/22,75%,18 C°,Limoeiro do Norte,['alcalino'],Falso,14.3,88%,Abacaxi,Feijao: Leguminosa
49176,30 C°,900,0.1,314.0,2.0,313.3,06:36:56,21/07/23,10%,19 C°,Limoeiro do Norte,['neutro'],Falso,12.9,39%,Feijao,Mamao: Fruta
93876,34 C°,680,0.9,621.0,2.0,619.5,15:17:54,24/09/22,12%,18 C°,Limoeiro do Norte,['ácido'],Falso,13.2,54%,Abacaxi,Feijao: Leguminosa
55916,24 C°,320,1.8,533.9,14.1,532.6,11:35:21,22/12/19,16%,20 C°,Limoeiro do Norte,['alcalino'],Falso,15.7,17%,Feijao,Mamao: Fruta
67617,18 C°,960,1.3,415.2,4.1,415.1,18:53:20,22/05/23,62%,20 C°,Limoeiro do Norte,['neutro'],Falso,10.4,70%,Melancia,Cana-de-Acucar: Cereal
03763,26 C°,800,0.7,746.8,17.9,746.0,10:22:58,29/08/18,33%,20 C°,Limoeiro do Norte,['neutro'],Falso,14.7,59%,Banana,Banana: Fruta
66966,23 C°,280,0.6,212.6,18.6,211.9,02:00:38,28/10/19,68%,21 C°,Limoeiro do Norte,['ácido'],Falso,17.7,11%,Mamao,Abacaxi: Fruta
85871,34 C°,220,0.5,389.5,19.5,389.3,12:48:51,03/05/18,79%,17 C°,Limoeiro do Norte,['neutro'],Falso,5.6,81%,Abacaxi,Abacaxi: Fruta
59239,29 C°,720,1.7,234.1,18.8,233.2,19:50:30,31/05/22,25%,24 C°,Limoeiro do Norte,['neutro'],Falso,16.1,78%,Banana,Feijao: Leguminosa
96007,35 C°,560,1.3,659.9,5.4,658.0,15:18:16,21/09/21,53%,19 C°,Limoeiro do Norte,['neutro'],Falso,16.8,23%,Abacaxi,Feijao: Leguminosa
37309,19 C°,340,0.7,621.3,10.2,621.1,00:21:39,16/11/22,14%,20 C°,Limoeiro do Norte,['ácido'],Falso,10.8,29%,Feijao,Melancia: Fruta
37527,25 C°,700,1.8,398.8,3.5,398.1,01:13:24,16/06/20,47%,18 C°,Limoeiro do Norte,['ácido'],Falso,7.8,35%,Mamao,Feijao: Leguminosa
03255,28 C°,340,1.1,605.4,16.1,604.1,07:04:22,04/03/18,12%,20 C°,Limoeiro do Norte,['ácido'],Falso,9.2,23%,Abacaxi,Mamao: Fruta
71970,25 C°,360,0.5,437.6,17.8,436.3,09:23:38,29/09/21,79%,19 C°,Limoeiro do Norte,['alcalino'],Falso,13.6,44%,Cana-de-Acucar,Melancia: Fruta
96234,31 C°,280,0.9,653.8,17.0,653.3,22:18:22,26/01/23,66%,20 C°,Limoeiro do Norte,['alcalino'],Falso,6.5,79%,Milho,Abacaxi: Fruta
42342,17 C°,400,0.6,472.5,8.7,471.9,20:43:28,16/11/19,64%,24 C°,Limoeiro do Norte,['alcalino'],Falso,12.9,42%,Abacaxi,Mamao: Fruta
36207,27 C°,820,1.4,447.4,15.2,446.5,17:09:20,16/07/22,78%,20 C°,Limoeiro do Norte,['ácido'],Falso,11.0,41%,Abacaxi,Melancia: Fruta
57575,32 C°,340,1.5,760.8,2.0,759.8,08:48:36,18/12/22,54%,19 C°,Limoeiro do Norte,['neutro'],Falso,11.3,25%,Mamao,Melancia: Fruta
62233,34 C°,440,0.2,350.5,0.8,349.9,00:18:11,10/11/22,63%,24 C°,Limoeiro do Norte,['alcalino'],Falso,13.7,23%,Banana,Melancia: Fruta
94396,32 C°,480,1.1,272.3,15.1,271.2,06:20:55,15/12/22,25%,19 C°,Limoeiro do Norte,['ácido'],Falso,13.4,26%,Milho,Banana: Fruta
51746,20 C°,980,1.6,550.7,8.5,550.6,04:02:38,26/03/18,13%,21 C°,Limoeiro do Norte,['neutro'],Falso,15.1,28%,Melancia,Mamao: Fruta
47821,35 C°,880,1.6,781.6,19.9,780.8,02:53:26,28/04/18,40%,20 C°,Limoeiro do Norte,['alcalino'],Falso,11.2,61%,Abacaxi,Abacaxi: Fruta
20284,28 C°,260,0.1,426.7,1.9,425.4,08:07:22,24/04/18,11%,20 C°,Limoeiro do Norte,['alcalino'],Falso,8.1,38%,Milho,Mamao: Fruta
76210,29 C°,920,1.6,237.2,17.1,235.5,22:12:09,23/11/19,16%,19 C°,Limoeiro do Norte,['alcalino'],Falso,17.0,28%,Abacaxi,Mamao: Fruta
67735,28 C°,880,0.8,403.6,9.6,402.7,18:32:26,08/01/19,45%,18 C°,Limoeiro do Norte,['ácido'],Falso,11.3,62%,Mamao,Cana-de-Acucar: Cereal
25995,33 C°,420,1.8,503.6,16.5,503.5,23:58:45,10/02/21,58%,17 C°,Limoeiro do Norte,['neutro'],Falso,16.8,53%,Mamao,Melancia: Fruta
35915,21 C°,900,1.8,297.2,16.3,296.8,16:25:59,30/09/22,22%,24 C°,Limoeiro do Norte,['ácido'],Falso,10.3,13%,Feijao,Abacaxi: Fruta
36143,35 C°,760,1.4,594.9,18.3,593.6,22:38:08,15/11/20,31%,21 C°,Limoeiro do Norte,['alcalino'],Falso,11.4,46%,Mamao,Feijao: Leguminosa
47455,30 C°,980,1.1,798.6,6.0,798.5,18:49:18,03/04/21,18%,21 C°,Limoeiro do Norte,['alcalino'],Falso,10.3,53%,Mamao,Milho: Cereal
24534,17 C°,560,1.0,471.0,19.0,470.6,05:25:22,03/06/19,69%,23 C°,Limoeiro do Norte,['ácido'],Falso,12.5,22%,Cana-de-Acucar,Milho: Cereal
00199,17 C°,960,0.2,412.8,3.0,411.3,16:42:41,03/10/19,55%,17 C°,Limoeiro do Norte,['neutro'],Falso,4.2,52%,Abacaxi,Mamao: Fruta
45796,20 C°,400,0.4,440.4,1.6,439.9,00:25:38,19/01/23,68%,21 C°,Limoeiro do Norte,['ácido'],Falso,10.7,40%,Feijao,Cana-de-Acucar: Cereal
86223,20 C°,700,1.8,269.1,8.6,267.9,12:51:08,08/01/19,17%,24 C°,Limoeiro do Norte,['alcalino'],Falso,14.9,54%,Feijao,Mamao: Fruta
01135,18 C°,720,0.6,730.0,16.6,728.1,08:21:51,11/12/19,54%,24 C°,Limoeiro do Norte,['ácido'],Falso,7.1,22%,Mamao,Feijao: Leguminosa
38805,27 C°,840,0.6,448.9,9.5,447.3,05:00:49,08/11/20,14%,23 C°,Limoeiro do Norte,['neutro'],Falso,5.7,49%,Mamao,Cana-de-Acucar: Cereal
94816,29 C°,860,0.9,432.4,16.6,432.2,10:45:45,19/11/21,34%,21 C°,Limoeiro do Norte,['ácido'],Falso,7.2,18%,Milho,Milho: Cereal
32940,22 C°,360,1.4,595.8,14.6,595.2,14:49:26,08/11/18,34%,18 C°,Limoeiro do Norte,['ácido'],Falso,10.9,60%,Banana,Milho: Cereal
48212,19 C°,160,0.9,465.2,4.2,464.5,13:01:21,26/08/19,76%,20 C°,Limoeiro do Norte,['neutro'],Falso,7.2,61%,Cana-de-Acucar,Cana-de-Acucar: Cereal
74741,27 C°,380,1.3,588.9,19.0,587.1,20:45:27,17/01/19,59%,20 C°,Limoeiro do Norte,['alcalino'],Falso,13.3,87%,Mamao,Feijao: Leguminosa
00206,32 C°,480,0.7,236.9,1.2,235.1,03:05:29,31/07/19,52%,17 C°,Limoeiro do Norte,['alcalino'],Falso,6.8,35%,Abacaxi,Mamao: Fruta
49683,22 C°,260,1.1,688.2,18.0,687.9,07:21:41,05/08/21,37%,17 C°,Limoeiro do Norte,['ácido'],Falso,10.9,17%,Mamao,Mamao: Fruta
24137,26 C°,720,0.4,764.3,6.1,762.7,00:22:59,27/11/23,30%,24 C°,Limoeiro do Norte,['alcalino'],Falso,7.1,75%,Melancia,Melancia: Fruta
73317,31 C°,900,0.6,589.3,10.0,588.1,16:03:15,23/08/23,64%,20 C°,Limoeiro do Norte,['neutro'],Falso,9.6,44%,Banana,Mamao: Fruta
30336,20 C°,420,0.5,772.7,8.4,771.3,00:55:06,29/04/18,40%,20 C°,Limoeiro do Norte,['alcalino'],Falso,15.6,75%,Melancia,Banana: Fruta
72154,31 C°,480,1.8,290.9,3.4,290.0,01:06:16,27/09/21,26%,21 C°,Limoeiro do Norte,['alcalino'],Falso,8.9,11%,Mamao,Mamao: Fruta
55649,27 C°,220,0.6,486.4,7.2,484.5,21:41:24,14/01/21,39%,17 C°,Limoeiro do Norte,['alcalino'],Falso,5.1,41%,Abacaxi,Cana-de-Acucar: Cereal
84551,27 C°,780,0.2,561.1,3.9,559.9,09:28:12,03/04/18,30%,23 C°,Limoeiro do Norte,['ácido'],Falso,10.3,22%,Melancia,Melancia: Fruta
49132,23 C°,140,1.0,549.0,4.1,547.9,16:40:53,12/05/19,56%,17 C°,Limoeiro do Norte,['ácido'],Falso,14.5,62%,Mamao,Abacaxi: Fruta
79937,18 C°,1000,1.0,440.9,3.7,440.3,06:41:13,25/03/19,23%,19 C°,Limoeiro do Norte,['neutro'],Falso,13.0,63%,Milho,Cana-de-Acucar: Cereal
94388,30 C°,760,1.4,402.9,9.8,401.4,19:20:29,20/09/19,14%,21 C°,Limoeiro do Norte,['ácido'],Falso,8.9,82%,Abacaxi,Cana-de-Acucar: Cereal
75768,17 C°,120,0.2,276.1,16.0,274.5,09:44:49,28/05/20,74%,17 C°,Limoeiro do Norte,['alcalino'],Falso,5.2,68%,Mamao,Melancia: Fruta
10466,17 C°,940,1.3,435.0,11.4,434.1,01:56:13,23/08/20,49%,18 C°,Limoeiro do Norte,['ácido'],Falso,13.4,55%,Banana,Feijao: Leguminosa
79889,22 C°,620,0.8,297.6,17.9,296.3,06:05:22,22/03/18,57%,20 C°,Limoeiro do Norte,['neutro'],Falso,12.0,40%,Cana-de-Acucar,Feijao: Leguminosa
41919,24 C°,760,1.8,640.6,12.7,639.9,12:57:32,23/02/21,77%,22 C°,Limoeiro do Norte,['neutro'],Falso,5.2,25%,Banana,Abacaxi: Fruta
32219,26 C°,200,0.5,325.3,13.8,325.1,16:22:25,20/04/22,74%,19 C°,Limoeiro do Norte,['alcalino'],Falso,14.2,37%,Mamao,Feijao: Leguminosa
86451,21 C°,160,0.5,235.1,13.4,234.9,21:28:13,18/04/19,32%,22 C°,Limoeiro do Norte,['alcalino'],Falso,10.2,57%,Banana,Feijao: Leguminosa
24605,27 C°,600,0.7,531.4,9.0,531.1,10:13:07,26/06/21,24%,17 C°,Limoeiro do Norte,['neutro'],Falso,16.6,13%,Melancia,Feijao: Leguminosa
92285,28 C°,740,0.8,557.1,13.8,556.3,11:12:01,01/10/20,66%,24 C°,Limoeiro do Norte,['neutro'],Falso,5.5,23%,Cana-de-Acucar,Banana: Fruta
51382,32 C°,860,0.1,723.1,1.4,722.6,10:49:47,28/05/22,60%,18 C°,Limoeiro do Norte,['alcalino'],Falso,9.9,33%,Cana-de-Acucar,Mamao: Fruta
27647,18 C°,760,0.7,546.2,17.2,545.6,10:15:20,13/08/23,70%,24 C°,Limoeiro do Norte,['alcalino'],Falso,7.5,53%,Milho,Abacaxi: Fruta
24005,27 C°,180,0.3,407.3,15.6,406.9,12:30:43,03/03/23,61%,23 C°,Limoeiro do Norte,['neutro'],Falso,3.1,40%,Cana-de-Acucar,Melancia: Fruta
29742,31 C°,640,1.6,681.8,4.9,681.5,09:50:41,07/11/19,59%,20 C°,Limoeiro do Norte,['ácido'],Falso,13.4,60%,Feijao,Banana: Fruta
27719,31 C°,780,0.9,524.2,15.4,523.5,06:40:17,01/09/21,14%,17 C°,Limoeiro do Norte,['ácido'],Falso,16.6,81%,Mamao,Feijao: Leguminosa
07469,28 C°,260,1.1,247.6,0.3,247.3,22:18:31,06/07/22,16%,21 C°,Limoeiro do Norte,['ácido'],Falso,3.7,75%,Melancia,Melancia: Fruta
11236,24 C°,940,1.6,539.5,4.3,538.7,22:23:19,30/12/18,80%,20 C°,Limoeiro do Norte,['ácido'],Falso,16.5,33%,Milho,Milho: Cereal
13338,34 C°,200,0.4,744.8,1.3,744.1,11:17:16,08/07/19,41%,19 C°,Limoeiro do Norte,['ácido'],Falso,11.7,71%,Banana,Cana-de-Acucar: Cereal
00737,32 C°,600,0.8,437.8,15.6,437.5,20:51:59,27/09/23,69%,21 C°,Limoeiro do Norte,['ácido'],Falso,7.2,16%,Melancia,Mamao: Fruta
25239,22 C°,160,1.3,377.8,15.1,376.2,05:12:28,10/07/19,68%,18 C°,Limoeiro do Norte,['neutro'],Falso,12.6,44%,Melancia,Abacaxi: Fruta
65022,18 C°,740,1.8,286.1,16.3,285.9,23:21:17,05/08/21,76%,21 C°,Limoeiro do Norte,['neutro'],Falso,3.1,28%,Cana-de-Acucar,Melancia: Fruta
54404,19 C°,860,0.1,290.9,0.1,289.4,00:22:58,14/08/21,10%,18 C°,Limoeiro do Norte,['ácido'],Falso,6.7,76%,Cana-de-Acucar,Feijao: Leguminosa
24934,19 C°,380,1.4,459.7,10.0,459.2,17:58:25,10/06/19,66%,24 C°,Limoeiro do Norte,['alcalino'],Falso,9.5,81%,Melancia,Abacaxi: Fruta
38677,21 C°,620,1.6,557.4,14.1,556.2,20:58:59,23/10/23,54%,18 C°,Limoeiro do Norte,['neutro'],Falso,11.6,82%,Melancia,Abacaxi: Fruta
36858,18 C°,540,0.5,248.4,3.1,247.5,19:37:41,13/03/19,43%,19 C°,Limoeiro do Norte,['alcalino'],Falso,12.5,15%,Cana-de-Acucar,Melancia: Fruta
99906,25 C°,840,1.5,763.7,13.0,763.3,17:02:05,20/05/20,58%,22 C°,Limoeiro do Norte,['ácido'],Falso,5.2,14%,Banana,Cana-de-Acucar: Cereal
10481,25 C°,680,1.9,653.1,1.7,651.6,05:51:54,17/02/22,52%,18 C°,Limoeiro do Norte,['ácido'],Falso,10.1,34%,Cana-de-Acucar,Melancia: Fruta
62350,29 C°,960,0.1,552.0,3.6,550.8,19:07:50,27/02/19,28%,23 C°,Limoeiro do Norte,['neutro'],Falso,8.6,78%,Mamao,Melancia: Fruta
66979,18 C°,180,0.7,697.1,9.5,696.3,09:14:58,20/07/21,50%,23 C°,Limoeiro do Norte,['ácido'],Falso,13.8,69%,Mamao,Milho: Cereal
27899,24 C°,700,1.8,248.1,13.1,247.6,15:07:54,22/08/22,28%,17 C°,Limoeiro do Norte,['neutro'],Falso,9.0,76%,Cana-de-Acucar,Cana-de-Acucar: Cereal
73480,24 C°,680,1.5,486.1,2.9,485.4,08:42:45,05/02/22,57%,23 C°,Limoeiro do Norte,['alcalino'],Falso,4.8,44%,Feijao,Mamao: Fruta
08627,21 C°,800,0.6,578.1,3.7,577.7,13:35:50,15/12/18,53%,19 C°,Limoeiro do Norte,['alcalino'],Falso,5.6,85%,Abacaxi,Abacaxi: Fruta
72307,18 C°,340,0.3,697.2,4.1,695.4,23:00:40,13/01/18,10%,18 C°,Limoeiro do Norte,['alcalino'],Falso,7.6,69%,Abacaxi,Milho: Cereal
47472,29 C°,860,1.5,670.1,4.8,669.8,03:30:47,30/12/23,72%,18 C°,Limoeiro do Norte,['ácido'],Falso,5.7,80%,Cana-de-Acucar,Feijao: Leguminosa
54551,23 C°,240,1.4,366.2,4.5,365.3,01:46:22,05/11/23,38%,18 C°,Limoeiro do Norte,['neutro'],Falso,11.6,27%,Mamao,Melancia: Fruta
43009,34 C°,540,1.7,764.5,7.9,763.5,07:23:23,24/07/22,53%,19 C°,Limoeiro do Norte,['ácido'],Falso,10.9,22%,Mamao,Mamao: Fruta
90190,20 C°,760,0.4,274.6,13.1,272.9,11:15:11,30/06/18,11%,23 C°,Limoeiro do Norte,['alcalino'],Falso,9.3,22%,Milho,Banana: Fruta
77253,21 C°,960,0.6,725.1,8.8,724.3,01:23:23,29/05/20,59%,22 C°,Limoeiro do Norte,['alcalino'],Falso,4.2,36%,Milho,Abacaxi: Fruta
93963,19 C°,440,0.3,782.6,15.5,781.2,20:07:50,15/03/20,31%,20 C°,Limoeiro do Norte,['alcalino'],Falso,15.9,86%,Cana-de-Acucar,Melancia: Fruta
